ขวดสารเคมีที่มีอยู่ในคลังฯ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
รหัสขวด,ชื่อสารเคมี,CAS / Catalogue No.,เกรด,ขนาดบรรจุ,ปริมาณคงเหลือ,หน่วยบรรจุ,ชื่อผู้เพิ่มขวด,เวลาเพิ่มขวด,,,,,,,,,,,,,,,,,,,,,,,,สถานที่จัดเก็บ,woner
F09306A5800024,Cobalt(II) chloride hexahydrate,7791-13-1,Unilab,500,250,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 14:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800025,Cobalt(II) nitrate hexahydrate,10026-22-9,Univar,100,50,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 14:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800033,4-(Dimethylamino)benzaldehyde,100-10-7,For measuring hydrazine,100,50,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 14:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800036,Eriochrome Black T,1787-61-7,Indicator,25,15,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 14:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800037,Ethylene glycol,107-21-1,LR Unilab,2.5,2.5,ลิตร,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 14:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800038,Ethyl acetate,141-78-6,Rpe,2.5,2.5,ลิตร,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 14:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800039,Ethyl alcohol,64-17-5,Rpe,1,1,ลิตร,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 14:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800041,Formic acid,64-18-6,RPE,2.5,2.5,ลิตร,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 16:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800043,Glycerine,56-81-5,Rpe,2.5,2.4,ลิตร,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 16:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800045,Hexamethylenetetramine,100-97-0,Puriss,1,0.4,กิโลกรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 16:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800046,Hydrazine hydrogen sulfate,10034-93-2,Rpe,100,30,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 16:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800048,Hydrogen peroxide,7722-84-1,Ar,2.5,1.5,ลิตร,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 16:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800049,Hydroxylamine hydrochloride,1/11/5470,Re,1,0.8,กิโลกรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 16:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800050,Iodine,7553-56-2,RPe,100,2.5,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 16:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800052,Iron(III) chloride,7705-08-0,Unilab,250,100,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 16:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800053,Iron(III) chloride,7705-08-0,Unilab,250,130,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 16:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800054,iron(III) sulfate hydrate,15244-10-7,97%,100,80,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 16:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800056,Lead(II) acetate trihydrate,6080-56-4,Rpe,1,0.8,กิโลกรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 16:18,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800057,Lead(II) nitrate,10099-74-8,Rpe,500,400,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 16:18,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800058,Magnesium chloride hexahydrate,7791-18-6,Unilab,500,200,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 16:18,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800059,Magnesium sulfate heptahydrate,10034-99-8,RPE,1,0.8,กิโลกรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 16:18,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800060,Manganese(II) chloride tetrahydrate,13446-34-9,Rpe,500,300,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 16:18,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800063,Mercury (II) iodide,7774-29-0,Rpe,250,130,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 16:18,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800066,Methylene blue,61-73-4,Rs,100,50,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 16:18,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800067,Methyl isobutyl ketone,108-10-1,Pa acs,2.5,2.5,ลิตร,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 16:44,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800068,Methyl orange,547-58-0,Standard,100,50,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 16:44,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800069,Methyl red,493-52-7,Rpe,50,20,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 16:44,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800070,N-(1-Naphthyl)ethylenediamine dihydrochloride,1465-25-4,Purum acs,10,5,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 16:44,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800072,Perchloric acid,7601-90-3,Pa acs iso,2.5,0.8,ลิตร,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 16:44,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800073,"1,10-Phenanthroline monohydrate",5144-89-8,GR,10,3,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 16:44,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800076,Phosphoric acid,7664-38-2,Analytical reagent,2.5,0.5,ลิตร,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 16:44,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800078,Potassium antimony(III) oxide tartrate hemihydrate,28300-74-5,Rpe,250,130,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 16:44,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800080,Potassium chloride,7447-40-7,Rpe,1,0.7,กิโลกรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 16:44,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800081,Potassium chloride,7447-40-7,Univar,1,0.5,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 16:44,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800086,Potassium fluoride,7789-23-3,Unilab,500,400,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 16:44,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800088,Potassium hydrogen phthalate,877-24-7,Rpe,250,130,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 17:03,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800089,Potassium hydroxide,1310-58-3,RPE,"1,000.00","1,000.00",กรัม,นายนพดล พริ้งเพราะ,12/5/2016 11:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800091,Potassium nitrate,7757-79-1,RPE,"1,000.00",700,กรัม,นายนพดล พริ้งเพราะ,12/5/2016 11:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800092,Potassium permanganate,7722-64-7,Rpe,250,80,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,9/7/2015 17:03,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800096,Propyl alcohol,71-23-8,Rpe,"2,500.00","2,500.00",มิลลิลิตร,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,18/7/2015 22:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800100,salicyic acid,69-72-7,Puriss,500,250,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,18/7/2015 22:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800101,Silica gel,7631-86-9,Re,"1,000.00",250,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,18/7/2015 22:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800104,D-glucose,50-99-7,rpe,500,500,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,31/7/2015 15:49,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800108,Silver Sulfate,10294-26-5,Rpe,100,80,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,18/7/2015 22:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800109,Sodium acetate anhydrous,127-09-3,Analytic,500,250,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,18/7/2015 22:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800110,SODIUM  ALGINATE,9005-38-3,Rph,"1,000.00",500,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,18/7/2015 22:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800112,Sodium azide,26628-22-8,Analytic,250,80,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,18/7/2015 22:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800113,Sodium carbonate,497-19-8,Analytic,"1,000.00",500,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,18/7/2015 22:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800121,Sodium dihydrogen phosphate monohydrate,10049-21-5,Rpe,"1,000.00",800,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,18/7/2015 22:16,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800122,Sodium hydrogen carbonate,144-55-8,Rpe,"1,000.00",800,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,18/7/2015 22:16,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800139,Sodium iodate,7681-55-2,Organic,100,50,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,18/7/2015 22:16,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800144,Sodium lauryl sulfate,151-21-3,Rs,250,100,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,18/7/2015 22:16,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800147,Sodium nitrate,7631-99-4,Rpe,"1,000.00",800,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,18/7/2015 22:16,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800150,Sodium meta-periodate,7790-28-5,Univar,250,100,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,18/7/2015 22:16,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800151,Sodium sulfate,7757-82-6,Acs,"1,000.00",500,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,18/7/2015 22:39,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800153,Sodium sulfite,7757-83-7,Rpe,"1,000.00",800,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,18/7/2015 22:39,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800154,"Borates, tetrasodium salts, anhydrous",1330-43-4,Analytic,"1,000.00","1,000.00",กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,18/7/2015 22:39,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800159,Disodium hydrogen phosphate heptahydrate,7782-85-6,Acs,"1,000.00",50,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,18/7/2015 22:39,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800160,"Starch, soluble",9005-84-9,Rpe,"1,000.00",250,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,18/7/2015 22:39,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800161,Sulfamic acid,5329-14-6,Univar,500,400,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,18/7/2015 22:39,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800162,Thymol,89-83-8,Lab chem,100,60,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,18/7/2015 22:39,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800163,Sulfanilamide,63-74-1,Rph,250,200,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,18/7/2015 22:39,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800164,Sulfanilic acid,121-57-3,RpE,100,40,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,18/7/2015 22:39,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800171,Toluidine Blue,5/4/6586,Standard for microscopy,25,20,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,18/7/2015 22:39,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800173,Triton X-100,9002-93-1,Organic,250,130,มิลลิลิตร,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,18/7/2015 22:39,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800180,Acetonitrile,75-05-8,hplc,"4,000.00","3,500.00",มิลลิลิตร,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,23/7/2015 22:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800182,Calcium chloride,10043-52-4,re,"1,000.00","1,000.00",กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,23/7/2015 23:00,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800193,Iodine,7553-56-2,rpe,100,100,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,23/7/2015 23:00,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800196,Manganese (II) sulfate monohydrate,10034-96-5,univar,500,300,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,23/7/2015 23:00,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800197,Manganese (II) sulfate monohydrate,10034-96-5,univar,500,500,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,23/7/2015 23:00,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800201,Manganese (II) sulfate monohydrate,10034-96-5,univar,500,500,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,23/7/2015 23:00,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800203,Manganese (II) sulfate monohydrate,10034-96-5,univar,500,500,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,23/7/2015 23:00,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800204,Mercury (II) iodide,7774-29-0,rpe,250,130,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,23/7/2015 23:00,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800211,Ferroin indicator solution,14634-91-4,rpe,100,100,มิลลิลิตร,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,23/7/2015 23:00,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800212,Potassium chloride,7447-40-7,rpe,"1,000.00","1,000.00",กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,23/7/2015 23:00,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800215,Potassium hydrogen diiodate,13455-24-8,rpe,50,20,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,23/7/2015 23:00,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800216,Potassium hydroxide,1310-58-3,analar,"1,000.00","1,000.00",กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,23/7/2015 23:00,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800217,Potassium iodide,7681-11-0,RPE,"1,000.00",200,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,23/7/2015 23:00,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800223,Acetone,67-64-1,Rpe,"2,500.00","1,300.00",มิลลิลิตร,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,31/7/2015 15:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800224,Ammonium hydroxide,1336-21-6,Rpe,"2,500.00","2,000.00",มิลลิลิตร,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,31/7/2015 15:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800225,Ammonium chloride,12125-02-9,Rpe,500,100,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,31/7/2015 15:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800227,Ammonium hydrogen phosphate,7783-28-0,Rpe,500,500,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,31/7/2015 15:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800228,Ammonium hydrogen phosphate,7783-28-0,Rpe,500,300,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,31/7/2015 15:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800233,Boric acid,10043-35-3,Univar,500,500,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,31/7/2015 15:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800234,Boric acid,10043-35-3,Univar,500,500,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,31/7/2015 15:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800235,Boric acid,10043-35-3,Univar,500,500,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,31/7/2015 15:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800238,Copper (II) sulfate-pentahydrate,7758-99-8,Univar,500,500,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,31/7/2015 15:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800240,Copper (II) sulfate-pentahydrate,7758-99-8,Univar,500,500,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,31/7/2015 15:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800241,Ethyl acetate,141-78-6,Rpe,"1,000.00",700,มิลลิลิตร,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,31/7/2015 15:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800242,Ethyl alcohol,64-17-5,Rpe,"2,500.00","1,800.00",มิลลิลิตร,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,31/7/2015 15:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800243,Ethyl alcohol,64-17-5,Rpe,"2,500.00","2,500.00",มิลลิลิตร,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,31/7/2015 15:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800244,Formaldehyde,50-00-0,Rpe,"2,500.00","1,500.00",มิลลิลิตร,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,31/7/2015 15:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800248,Mercury bichloride,7487-94-7,Rpe,250,200,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,31/7/2015 16:10,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800249,"1,10-Phenanthroline monohydrate",5144-89-8,RPE,5,5,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,31/7/2015 16:10,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800250,"1,10-Phenanthroline monohydrate",5144-89-8,RPE,5,5,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,31/7/2015 16:10,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800251,Isopropyl alcohol,67-63-0,RPE,"2,500.00","2,000.00",มิลลิลิตร,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,31/7/2015 16:10,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800255,Phenolphthalein,77-09-8,Indicator,100,80,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,31/7/2015 16:10,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800256,Phosphoric acid,7664-38-2,Rpe,"2,500.00","2,000.00",มิลลิลิตร,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,31/7/2015 16:10,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800257,Potassium hydroxide,1310-58-3,Rpe,"1,000.00","1,000.00",กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,31/7/2015 16:10,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800258,Potassium hydroxide,1310-58-3,Rpe,"1,000.00","1,000.00",กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,31/7/2015 16:10,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800259,Potassium hydroxide,1310-58-3,Rpe,"1,000.00","1,000.00",กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,31/7/2015 16:10,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800260,Potassium sodium tartrate tetrahydrate,6381-59-5,Rpe,"1,000.00",300,กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,31/7/2015 16:10,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800265,Zinc acetate Dihydrate,5970-45-6,Rpe,"1,000.00","1,000.00",กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,31/7/2015 16:10,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800266,Isopropyl alcohol,67-63-0,Rpe,"2,500.00","2,500.00",มิลลิลิตร,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,31/7/2015 16:10,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800267,Isopropyl alcohol,67-63-0,Rpe,"2,500.00","2,000.00",มิลลิลิตร,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,31/7/2015 16:10,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09306A5800268,Sodium sulfate,7757-82-6,Rpe,"1,000.00","1,000.00",กรัม,นางสาวรุจิรัตน์ กิจเลิศพรไพโรจน์,31/7/2015 16:10,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F0930758000003,Copper (II) sulfate-pentahydrate,7758-99-8,Analytical Reagent (UNIVAR),500,400,กรัม,นางสาวกรวรรณ รัตนไชย,24/7/2015 11:36,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F0930758000004,Trypan blue,72-57-1,for microscopy,50,5,มิลลิลิตร,นางสาวกรวรรณ รัตนไชย,24/7/2015 11:41,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F0930758000009,Tri-sodium citrate dihydrate,3/4/6132,analytical reagent (UNIVAR),500,400,กรัม,นางสาวกรวรรณ รัตนไชย,24/7/2015 15:21,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F0930758000010,Brilliant Cresyl blue,81029-05-2,for microscopy,10,5,กรัม,นางสาวกรวรรณ รัตนไชย,24/7/2015 15:30,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F0930758000014,Iodine,7553-56-2,RPE,100,50,กรัม,นางสาวกรวรรณ รัตนไชย,24/7/2015 16:29,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F0930758000015,BROMOEOSINE,17372-87-1,for microscopy,100,90,กรัม,นางสาวกรวรรณ รัตนไชย,26/7/2015 11:49,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F0930758000019,Potassium iodide,7681-11-0,"RPE, ACS for analysis",250,230,กรัม,นางสาวกรวรรณ รัตนไชย,26/7/2015 12:19,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F0930758000022,Potassium dihydrogen  phosphate,7778-77-0,"RPE, ACS, ISO for analysis","1,000.00",899,กรัม,นางสาวกรวรรณ รัตนไชย,26/7/2015 12:29,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F0930758000023,Potassium hydroxide,1310-58-3,RPE for nanlysis,"1,000.00",900,กรัม,นางสาวกรวรรณ รัตนไชย,26/7/2015 12:31,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F0930758000024,Sodium chloride,7647-14-5,"RPE, ACS for analysis","1,000.00",450,กรัม,นางสาวกรวรรณ รัตนไชย,26/7/2015 12:33,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F0930758000025,Magnesium sulfate anhydrous,7487-88-9,UNIVAR,500,400,กรัม,นางสาวกรวรรณ รัตนไชย,26/7/2015 12:36,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
